20 1 0.0907291
20 2 0.0459539
20 4 0.0231421
20 8 0.0121434
20 16 0.0119205
20 32 0.00698577
20 64 0.00916531
20 128 0.00814582
20 160 0.0103532
24 1 1.45125
24 2 0.731958
24 4 0.369511
24 8 0.195087
24 16 0.182957
24 32 0.108117
24 64 0.0917106
24 128 0.0846247
24 160 0.0790542
28 1 23.5565
28 2 11.821
28 4 5.9846
28 8 3.11428
28 16 2.10704
28 32 1.64807
28 64 1.33996
28 128 1.01728
28 160 0.899757
30 1 99.1992
30 2 49.6329
30 4 25.1136
30 8 13.2189
30 16 8.04165 
30 32 6.43037
30 64 4.98633
30 128 3.52478
30 160 3.30714
