20 1 0.0892766
20 2 0.044875
20 4 0.0226241
20 8 0.0118515
20 16 0.0118933
20 32 0.00700149
20 64 0.00818181
20 128 0.00872364
20 160 0.00931638
24 1 1.42841
24 2 0.717783
24 4 0.359608
24 8 0.188
24 16 0.166292
24 32 0.10849
24 64 0.0958205
24 128 0.0814053
24 160 0.0830326
28 1 23.0393
28 2 11.5713
28 4 5.84677
28 8 3.03009
28 16 2.14058
28 32 1.66948
28 64 1.37171
28 128 1.05641
28 160 0.900442
30 1 92.2546
30 2 46.4906
30 4 23.3694
30 8 12.3192
30 16 7.47522
30 32 5.75897
30 64 4.93536
30 128 3.3587
30 160 3.299
