20 1 0.08942
20 2 0.0449669
20 4 0.0227016
20 8 0.0118438
20 16 0.0119283
20 32 0.00699785
20 64 0.00838556
20 128 0.00872005
20 160 0.0106275
24 1 1.43041
24 2 0.718047
24 4 0.361283
24 8 0.189097
24 16 0.181014
24 32 0.108478
24 64 0.0946998
24 128 0.0798807
24 160 0.0835618
28 1 22.9063
28 2 11.5683
28 4 5.79517
28 8 3.01711
28 16 2.08489
28 32 1.61742
28 64 1.35791
28 128 0.971263
28 160 0.938806
30 1 91.8999
30 2 46.2736
30 4 23.5389
30 8 12.1004
30 16 7.64932
30 32 6.07982
30 64 4.9999
30 128 3.56955
30 160 3.04535
